HVF,7:00 - 13:30,0,,0,7:00 - 13:30,0,,0,1,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,03333 211 202
HWD,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
HWB,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
HHL,,0,,0,,0,,0,0,1,1,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
HLL,,0,,0,,0,,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
HSB,,0,,0,,0,,0,0,1,1,0,0,0,0,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
HNG,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
HFD,5:20 - 18:30,0,,0,6:45 - 18:30,0,9:15 - 18:40,0,1,1,1,0,0,0,0,,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,03333 211 202
HSW,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
HHD,6:10 - 19:10,0,,0,6:10 - 19:10,0,10:30 - 17:00,0,1,1,1,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,03333 211 202
HPE,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
HPT,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
JOH,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
KWL,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
KGT,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
KNI,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
KNU,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LAM,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LEO,6:50 - 13:10,0,,0,6:50 - 13:10,0,,0,1,1,1,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LVT,,0,,0,,0,,0,0,1,1,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLA,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
LBR,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
LLT,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LNB,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLN,6:40 - 11:40,0,,0,8:40 - 14:40,0,,0,1,1,1,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LDN,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLC,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLL,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLV,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
LLO,8:45 - 16:45,0,,0,6:30 - 12:00,0,,0,1,1,0,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,03333 211 202
LLD,8:30 - 15:00,0,,0,9:15 - 15:45,0,,0,1,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,03333 211 202
LLJ,5:25 - 18:25,0,,0,6:00 - 19:00,0,11:00 - 18:30,0,1,1,1,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,03333 211 202
LLI,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLE,6:10 - 12:40,0,,0,7:00 - 13:30,0,,0,1,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,03333 211 202
LLF,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
